NU_INSCRICAO;TP_COR_RACA;TP_ESCOLA;SG_UF_RESIDENCIA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO;Q002;Q006
210058848325;3;3;DF;574.0;627.2;613.3;635.2;800.0;C;H
210059219730;1;1;SC;564.7;578.6;562.0;519.3;360.0;B;G
210058484095;3;1;SE;454.9;451.9;391.3;432.8;900.0;G;F
210058211261;3;2;GO;376.1;419.5;365.7;425.4;800.0;E;C
210058747534;1;1;MA;548.7;590.8;630.2;486.8;920.0;E;E
210058985415;3;1;MG;571.5;555.4;552.2;511.6;500.0;F;D
210059499941;1;2;MS;487.4;535.3;512.5;499.6;460.0;D;B
210061446171;3;1;GO;524.2;400.8;433.4;382.6;320.0;E;C
210061795278;1;1;MG;447.8;385.4;330.4;569.4;580.0;G;I
210059881769;0;1;RJ;499.0;625.1;597.9;482.1;760.0;F;H
210059821751;1;2;RJ;560.8;625.3;604.7;695.8;940.0;E;C
210058998065;1;1;RS;740.5;730.6;659.4;859.0;940.0;E;P
210060049089;3;1;PA;464.7;453.4;471.9;423.1;580.0;C;B
210060383332;5;1;MA;448.4;550.1;524.7;510.4;840.0;D;G
210061680450;1;1;PR;604.9;626.9;553.9;725.7;840.0;E;G
210060815990;3;1;RN;508.8;491.6;435.1;647.3;520.0;H;B
210059605649;3;2;GO;462.9;403.6;427.6;394.1;580.0;H;C
210058809371;1;2;SC;512.0;370.6;424.8;602.1;500.0;F;C
210061335471;4;1;SC;509.2;622.0;551.7;665.2;760.0;D;B
210058977876;3;1;PE;494.4;395.5;412.2;503.0;600.0;G;J
210061915255;2;1;BA;382.6;341.6;499.9;608.7;0.0;C;A
210060621045;1;2;SP;431.6;549.2;528.1;626.6;540.0;F;O
210058047254;1;2;PR;448.1;410.3;462.1;523.9;0.0;E;G
210058648980;1;1;RN;644.6;685.3;693.5;759.7;900.0;G;Q
210060307937;1;1;MG;536.2;594.5;592.2;672.3;880.0;G;L
210059007356;3;1;MT;677.4;668.9;658.3;892.3;740.0;E;K
210061684665;1;2;PB;477.8;543.0;499.5;527.2;600.0;C;B
210060991428;3;1;MG;531.3;503.8;451.3;498.9;680.0;F;J
210061980593;2;1;GO;511.3;591.2;575.5;348.7;620.0;B;G
210060248399;3;1;PB;439.0;385.7;455.6;357.3;540.0;B;B
210058704076;4;1;SP;596.7;562.1;536.3;673.0;620.0;G;L
210058196668;3;1;SE;544.6;633.6;617.1;503.1;640.0;H;B
210060673342;1;2;AL;447.2;485.2;433.2;426.0;0.0;B;B
210058830241;1;1;PI;460.3;444.1;469.8;546.6;400.0;E;C
210061670777;3;2;SC;579.4;611.8;611.7;657.7;800.0;G;I
210059283122;3;2;GO;623.7;640.8;630.1;734.4;580.0;F;L
210058182286;3;1;MG;565.5;506.9;570.3;577.4;640.0;D;G
210060668053;2;1;RJ;604.6;653.0;641.2;632.6;760.0;E;C
210058135918;1;1;SP;555.9;595.4;585.0;662.7;720.0;C;G
210059516813;1;2;SP;587.4;635.7;654.7;631.9;860.0;F;D
210059777121;1;1;MG;494.0;591.7;574.2;713.6;560.0;F;F
210059342316;2;3;PE;539.4;568.3;572.1;536.7;680.0;G;I
210061884047;2;1;BA;457.8;328.6;364.7;346.8;320.0;D;B
210058087670;1;2;AM;481.6;337.3;410.5;416.6;360.0;E;C
210060150042;1;2;PE;556.9;487.1;586.5;648.7;920.0;E;B
210059103713;3;1;GO;550.2;549.8;558.4;604.3;360.0;G;E
210061230020;3;1;MG;515.9;582.8;578.4;709.9;880.0;G;H
210061084009;2;1;CE;646.9;657.9;676.4;771.2;820.0;G;M
210058548459;1;2;AC;452.8;594.5;585.8;682.5;680.0;F;F
210058543648;3;1;RN;618.0;670.4;653.0;777.5;980.0;G;G
210061373570;1;1;ES;512.4;551.3;567.7;529.0;500.0;H;C
210060772751;1;2;SP;397.2;418.7;478.5;471.3;400.0;F;D
210058776292;1;2;SC;369.3;530.4;547.6;357.3;660.0;B;C
210061761341;1;1;AL;485.7;326.6;396.3;338.7;320.0;A;A
210060414053;3;1;MG;420.1;482.7;464.2;377.7;640.0;C;D
210060710621;2;3;PI;410.9;558.1;512.6;638.5;760.0;F;A
210059674953;2;1;RS;467.5;626.9;613.7;520.1;560.0;E;C
210061713261;1;2;SP;348.6;458.4;454.1;551.1;880.0;C;B
210060324018;1;1;MT;519.9;595.9;543.4;472.6;900.0;E;G
210058707230;3;1;RJ;532.3;579.3;628.4;539.3;680.0;F;M
210059724271;1;1;RJ;401.6;544.7;415.7;601.7;900.0;F;K
210060158379;1;1;PE;562.2;605.9;564.3;645.1;440.0;F;J
210059578456;0;1;SP;434.1;479.1;529.6;554.2;520.0;E;C
210060045530;3;1;BA;425.0;533.2;549.5;539.8;780.0;F;Q
210061157013;1;1;RJ;413.2;482.2;493.8;564.6;460.0;D;C
210061661621;1;1;RJ;553.4;481.9;504.5;421.1;560.0;E;D
210060693721;3;1;MA;573.0;596.6;438.3;656.5;940.0;A;A
210061180259;1;1;BA;488.5;578.3;574.9;593.0;900.0;E;A
210059976339;3;2;SP;406.7;430.8;455.9;381.0;560.0;F;C
210061333231;3;1;PB;487.5;393.7;614.3;670.7;680.0;D;H
210060298505;3;1;MT;435.9;436.8;498.2;467.8;800.0;F;H
210060342608;1;1;SP;484.5;547.4;585.7;634.0;460.0;C;C
210059056313;1;1;RS;516.6;551.5;546.0;615.7;680.0;F;G
210058886607;1;1;RJ;508.7;567.2;524.1;471.3;500.0;D;F
210059757018;3;1;MG;532.8;551.1;549.2;655.7;600.0;G;H
210060512092;1;3;SC;489.9;651.6;576.6;575.3;940.0;E;D
210058976992;1;1;GO;504.9;555.4;568.5;604.4;920.0;D;D
210058164002;1;1;SP;453.4;403.2;497.6;543.7;420.0;E;C
210060461057;2;2;MA;469.7;445.9;466.1;430.3;480.0;E;B
210058656935;3;1;PA;508.0;538.7;535.0;404.1;780.0;C;B
210060391002;1;1;RS;471.4;538.7;523.3;490.0;580.0;E;B
210061062617;3;1;BA;463.1;438.2;495.0;398.3;460.0;C;B
210061359631;3;1;DF;473.2;548.1;555.8;563.9;440.0;D;C
210061275994;3;1;BA;536.8;542.4;487.6;409.0;900.0;G;B
210059111536;3;1;DF;383.0;545.6;513.1;395.2;480.0;E;B
210059429902;1;3;MG;565.6;614.7;571.7;717.7;840.0;E;F
210059612373;1;1;MG;596.3;543.1;597.3;682.5;680.0;D;H
210059125203;2;1;MG;550.1;0.0;324.0;410.7;600.0;B;B
210061692450;1;1;MS;506.0;543.4;539.5;615.1;560.0;G;E
210058832118;1;1;MG;573.0;637.5;608.9;733.8;880.0;G;G
210060541980;3;2;RJ;0.0;508.8;544.9;0.0;880.0;D;D
210058411588;3;1;PB;419.4;529.9;534.8;493.9;440.0;C;B
210061894753;3;1;MG;518.8;477.1;452.9;661.7;720.0;G;G
210059911746;1;1;RS;441.8;397.6;495.4;333.5;580.0;C;E
210061653680;3;2;DF;472.9;549.0;572.0;513.4;700.0;G;L
210060300478;3;2;SP;518.5;540.8;589.1;738.9;640.0;G;J
210061700474;1;1;PB;593.4;578.8;638.8;638.1;700.0;F;O
210060567341;1;1;SP;599.4;594.2;578.4;732.6;920.0;F;I
210058296202;3;1;MT;567.4;603.4;599.4;492.3;860.0;G;I
210062012716;1;3;BA;579.3;584.2;577.0;616.6;880.0;F;M
210061930725;1;1;MG;532.2;528.9;563.6;505.4;520.0;E;G
210059822540;3;1;BA;634.3;660.3;568.9;673.0;920.0;F;I
210061191273;1;1;CE;532.3;578.3;565.7;680.6;840.0;G;P
210061893276;1;1;MG;428.6;421.9;508.3;391.8;520.0;D;E
210058354215;2;2;MA;474.8;570.0;538.8;488.3;640.0;E;D
210060181713;1;2;SC;378.3;442.4;439.5;434.4;580.0;E;C
210060720226;3;1;MG;489.3;476.5;456.1;340.5;0.0;C;B
210058670837;2;1;MA;421.6;335.8;420.9;357.8;460.0;B;A
210060523429;1;1;GO;464.2;495.1;501.6;385.5;400.0;A;C
210061493499;3;1;TO;463.0;537.5;536.5;513.9;560.0;B;C
210061984834;3;1;DF;501.5;484.7;509.0;582.5;920.0;D;H
210059993666;1;1;CE;479.5;493.0;485.9;452.8;600.0;B;A
210058410799;3;1;PA;0.0;500.5;506.0;0.0;460.0;H;C
210060737676;1;1;BA;517.9;567.1;568.7;661.5;900.0;B;B
210059492681;1;2;PR;529.7;339.4;340.3;594.5;660.0;F;H
210061542112;1;1;SP;351.2;335.4;435.1;435.3;700.0;D;F
210060192570;1;3;AM;739.9;737.1;711.7;900.3;920.0;G;Q
210059582355;1;1;MS;534.3;613.2;596.2;737.0;920.0;E;F
210059718474;1;3;PA;667.2;628.7;633.7;771.4;940.0;G;P
210058429832;3;1;SP;483.9;486.4;542.1;541.4;640.0;C;D
210060546160;3;1;PA;467.0;389.9;383.9;438.8;460.0;F;F
210058518423;3;2;CE;447.2;386.2;424.3;433.7;0.0;H;B
210059185027;1;1;BA;375.4;509.6;571.5;345.4;320.0;E;B
210059173308;1;1;PA;480.4;432.5;487.1;366.8;440.0;D;C
210060947247;1;1;GO;510.8;575.0;512.8;638.1;740.0;F;I
210059326080;1;2;SP;594.0;382.9;441.2;661.5;640.0;B;D
210060725132;1;1;PE;440.8;450.5;465.2;363.4;260.0;A;B
210059610528;3;2;PE;330.8;439.9;448.7;409.7;580.0;E;E
210060382954;3;2;AL;402.0;384.5;436.6;336.1;360.0;A;A
210061615195;1;2;PR;557.4;548.2;514.1;574.8;680.0;E;H
210058244439;4;1;SP;669.7;592.2;598.9;721.2;620.0;F;O
210060347622;3;3;AC;582.1;600.5;608.4;562.6;680.0;G;L
210058569300;3;3;RR;394.1;400.7;415.3;339.6;0.0;F;E
210061679720;1;1;MS;656.5;616.8;631.3;836.1;900.0;G;K
210061359266;1;2;MA;494.5;485.4;503.8;336.7;720.0;C;B
210061988981;1;1;SP;490.6;477.9;562.8;601.4;740.0;G;H
210058467024;3;3;AL;571.9;502.4;530.7;593.6;540.0;E;N
210058395688;1;3;SP;470.4;553.0;547.0;535.1;800.0;G;G
210060491851;1;2;SP;518.0;614.9;520.1;598.5;460.0;E;D
210059209482;1;1;PB;405.2;509.7;517.6;376.3;460.0;C;E
210060230117;3;1;PR;581.9;608.6;565.2;551.1;400.0;H;A
210058187212;3;1;PB;679.6;657.1;593.0;754.3;920.0;G;B
210059280745;3;1;PE;453.7;515.6;511.5;453.5;760.0;D;B
210059064859;3;1;BA;406.4;486.7;480.2;412.5;420.0;E;C
210059076903;1;1;BA;450.5;459.4;443.3;481.9;600.0;E;B
210060676587;3;1;CE;354.4;456.7;542.7;422.6;640.0;E;C
210061135072;3;2;RJ;535.6;576.6;542.0;493.7;560.0;C;A
210058851287;2;1;RN;541.0;609.2;600.7;450.0;760.0;E;C
210058640104;3;2;MG;491.2;591.5;567.5;422.5;880.0;E;C
210061656140;3;1;DF;492.4;557.9;515.2;603.3;660.0;E;B
210061756030;3;3;PB;385.1;442.6;459.3;448.4;580.0;F;C
210059585710;3;1;RN;561.6;660.0;675.3;802.4;560.0;G;Q
210059405460;3;2;GO;541.8;414.5;543.4;368.4;540.0;E;D
210059715395;3;2;SE;479.2;389.5;321.1;526.2;900.0;H;D
210059792413;1;1;RJ;601.4;599.5;493.9;653.1;820.0;G;G
210061452050;3;1;SP;520.6;582.2;577.0;534.2;600.0;F;F
210058571783;3;1;MA;419.9;444.2;367.9;357.8;0.0;D;C
210059074223;2;1;PA;501.5;601.5;503.8;616.3;600.0;E;D
210059694392;3;2;PE;464.9;545.5;523.4;357.8;920.0;E;C
210058321306;1;1;PR;655.6;660.8;572.2;684.6;600.0;E;D
210058961012;3;3;AL;406.9;565.2;562.2;479.3;920.0;G;H
210060718110;1;1;RJ;424.5;498.2;500.6;448.8;340.0;B;D
210059560566;3;1;MT;559.2;594.2;550.6;480.8;680.0;F;L
210060283237;3;1;BA;435.2;448.2;397.7;406.6;340.0;B;B
210058313012;3;2;CE;414.8;445.1;577.2;529.8;880.0;E;B
210060489643;2;1;RJ;545.6;594.6;455.5;565.5;440.0;E;B
210060193121;1;1;SC;489.6;541.1;585.6;556.0;580.0;F;G
210060866643;1;1;PA;586.6;624.9;613.0;620.9;760.0;D;A
210058746157;1;2;SP;401.4;428.8;455.0;343.2;560.0;E;C
210059733012;3;1;MG;577.6;605.0;624.2;426.4;740.0;D;C
210060663107;1;1;MG;616.7;640.4;614.6;688.0;920.0;F;D
210060835767;1;1;PB;474.3;581.1;532.3;514.9;520.0;D;B
210058290028;1;1;MG;451.5;564.4;552.3;550.0;500.0;F;H
210058489120;3;1;AM;515.0;512.2;510.4;474.0;380.0;G;C
210058890426;3;1;PA;486.7;527.7;561.7;481.1;520.0;F;C
210060272504;2;1;RJ;499.1;619.0;569.0;612.2;860.0;G;D
210058929402;3;1;RN;506.7;516.3;466.1;362.5;820.0;C;B
210061989920;3;1;RJ;393.3;616.7;575.2;544.9;540.0;E;H
210061743720;1;1;RJ;410.1;592.5;527.9;447.4;560.0;F;Q
210059654488;1;2;MT;636.6;570.5;591.3;517.9;600.0;F;E
210061798560;2;1;PR;544.4;452.7;462.0;409.1;460.0;D;J
210060883621;1;1;MG;514.7;429.9;452.1;613.2;500.0;E;D
210061753126;2;2;BA;591.5;419.1;487.6;457.6;580.0;C;B
210061664352;1;1;MT;418.6;561.0;552.6;538.1;700.0;G;G
210058361177;1;2;MG;410.2;444.0;468.9;453.9;620.0;E;E
210060421926;3;2;RO;454.8;551.5;494.5;536.3;620.0;G;J
210059149007;3;2;PE;492.8;543.3;554.2;578.3;840.0;E;C
210061693286;1;1;SP;0.0;529.2;545.5;0.0;640.0;G;G
210061485985;1;2;BA;476.2;510.6;481.2;338.0;620.0;H;B
210061420390;2;1;MG;457.5;536.7;509.6;540.5;720.0;E;B
210060104901;3;1;MG;494.0;487.8;503.7;474.8;820.0;B;B
210058523849;1;1;ES;623.9;592.0;568.1;696.2;940.0;F;F
210058631595;1;2;PR;521.3;501.1;613.9;570.3;680.0;E;E
210059839917;3;1;PA;491.5;509.3;515.3;615.3;860.0;C;C
210058417592;1;1;AL;451.0;511.1;480.2;495.5;840.0;C;H
210060686973;3;1;SP;482.0;560.1;542.0;565.4;860.0;E;F
210059929894;1;3;BA;537.8;489.2;495.7;524.4;600.0;E;J
210060131244;1;1;PR;347.2;488.9;442.5;368.3;340.0;E;G
210060607543;3;1;RN;404.7;444.2;455.3;453.3;680.0;B;A
210061186745;1;1;PB;439.3;537.6;532.9;513.3;360.0;C;A
210060952204;3;1;MG;374.8;453.0;365.4;376.9;600.0;E;E
210059937278;1;1;PB;508.5;445.9;561.1;454.2;820.0;C;B
210060048205;1;3;SP;577.6;607.0;531.0;642.4;600.0;E;H
210059826987;3;1;GO;674.7;696.0;646.7;938.6;900.0;F;E
210059803341;1;1;SC;501.0;585.0;553.7;591.9;760.0;G;E
210061500656;1;3;PE;463.0;364.4;504.2;336.7;540.0;E;C
210059018046;1;1;MG;578.8;593.4;612.4;736.3;780.0;E;C
210059741955;3;1;DF;436.3;540.3;525.9;457.5;500.0;C;B
210061074360;3;1;MG;470.7;478.4;466.3;433.5;480.0;E;B
210060202631;3;1;MT;555.7;447.8;505.4;575.7;500.0;F;F
210060220792;3;2;AM;444.5;467.3;465.7;437.0;580.0;E;B
210059082644;2;2;RS;435.6;452.8;441.2;397.7;680.0;C;B
210061591258;1;2;PR;437.5;500.0;501.6;333.4;420.0;C;D
210061155621;3;1;PE;532.7;615.8;600.6;675.2;480.0;C;B
210061774959;3;1;MG;506.5;461.0;523.0;435.4;420.0;C;C
210059129182;2;2;PA;402.1;432.5;433.5;383.0;520.0;E;B
210061780270;1;1;GO;355.1;571.6;528.4;819.1;480.0;G;H
210058647920;3;1;BA;526.8;575.2;521.3;569.4;600.0;E;D
210059103025;1;3;DF;541.3;306.2;396.1;634.2;840.0;G;O
210061390117;2;1;AL;490.1;507.6;512.5;408.3;640.0;C;C
210060814209;3;1;MA;474.2;518.7;544.7;537.7;560.0;G;E
210059582750;3;2;SP;335.4;383.8;457.0;655.6;560.0;E;E
210061939389;5;2;SP;424.0;546.2;412.3;467.4;580.0;D;D
210058050411;1;2;RN;470.3;554.0;522.2;530.4;420.0;C;B
210060518583;1;2;RN;456.9;447.8;389.2;386.1;480.0;A;A
210059357652;1;1;RJ;587.7;657.4;674.2;705.6;900.0;E;I
210061001847;1;2;RS;476.2;543.6;496.9;471.9;360.0;E;C
210059445169;3;1;MA;448.8;419.8;416.8;353.0;0.0;B;B
210060630459;1;2;RS;537.1;561.9;562.4;627.5;540.0;F;F
210058169798;3;2;PE;578.2;558.3;578.7;637.2;360.0;D;B
210060391354;1;3;PI;698.7;629.5;663.0;854.9;900.0;F;O
210061758831;1;1;SP;416.4;414.4;425.1;579.1;560.0;E;E
210059910194;1;1;SP;611.9;657.0;651.1;638.0;880.0;E;F
210060590228;3;2;GO;460.1;437.0;446.9;345.4;600.0;D;C
210062018295;1;1;RJ;402.3;375.7;431.1;441.5;320.0;E;D
210058597435;1;1;ES;682.5;701.1;669.4;720.4;880.0;E;F
210061747327;1;1;SP;561.0;579.9;535.0;668.1;600.0;F;L
210060903477;1;1;SP;0.0;561.3;588.5;0.0;820.0;E;G
210061250107;3;2;AL;613.1;443.6;596.8;434.1;680.0;E;G
210059887016;3;1;RJ;525.1;577.1;578.7;374.7;680.0;E;C
210060075235;1;2;PR;480.4;569.7;583.7;523.4;760.0;E;C
210059166945;3;1;PB;519.0;380.5;338.9;470.1;640.0;E;B
210059176435;3;1;MG;487.6;515.6;531.2;636.9;500.0;C;C
210061364629;1;1;MG;588.5;582.8;553.4;651.5;680.0;C;D
210060492486;3;2;SP;456.3;534.1;510.4;579.3;580.0;H;C
210060700282;3;1;MA;415.6;521.1;466.0;415.2;500.0;A;A
210058419234;1;1;MG;541.2;564.1;603.8;691.1;880.0;C;B
210060709323;2;1;RJ;475.7;541.0;534.7;485.5;620.0;E;C
210060632905;1;1;MA;450.3;414.6;335.1;434.2;500.0;E;C
210061831859;1;3;MG;563.6;630.2;567.7;825.6;900.0;G;P
210058532005;3;3;BA;578.0;605.6;664.7;669.1;760.0;E;F
210060168505;3;2;SP;332.9;488.5;488.3;501.8;500.0;E;G
210061269352;1;1;MS;352.2;311.0;351.2;370.3;0.0;F;B
210061140932;3;2;CE;391.6;357.4;336.6;364.8;0.0;B;B
210059278364;1;1;SE;430.9;297.7;468.2;348.4;580.0;E;B
210060947976;2;1;MG;476.4;458.5;466.9;359.0;240.0;A;B
210058651102;2;2;BA;413.4;411.1;342.6;458.8;500.0;D;B
210060009536;1;3;SC;543.7;502.7;563.9;556.9;940.0;F;I
210059502430;2;1;PA;485.2;353.1;564.2;528.9;680.0;E;E
210060590531;3;2;MG;443.9;498.2;506.6;640.0;680.0;E;E
210061863041;1;1;SP;528.4;504.9;474.9;487.5;440.0;G;N
210058650777;3;1;BA;621.9;589.9;567.5;635.6;860.0;C;B
210059670771;1;3;CE;379.1;530.4;452.8;641.2;600.0;C;H
210060936590;1;2;RS;450.2;528.2;474.8;405.5;640.0;E;F
210061382348;3;3;AL;424.0;459.2;486.3;364.9;400.0;E;N
210060022983;3;1;MG;621.1;574.3;565.1;749.9;900.0;F;G
210058745426;1;1;RS;518.0;491.4;503.7;535.3;940.0;E;G
210059643656;3;2;PB;512.2;440.9;583.3;560.4;600.0;E;B
210061450806;1;2;GO;496.2;502.5;493.4;570.5;0.0;C;E
210060705721;3;2;PR;470.9;529.4;435.9;579.7;500.0;D;C
210059766402;3;1;AL;517.2;500.6;503.9;474.8;360.0;C;B
210061815814;3;1;RJ;620.9;648.4;553.7;589.1;600.0;E;I
210058539453;1;1;CE;496.4;470.2;501.6;423.0;480.0;G;E
210058806178;2;2;PA;472.3;545.3;480.3;353.2;560.0;B;B
210058260279;3;2;GO;426.4;527.6;462.0;441.3;840.0;E;C
210060029123;3;2;CE;423.7;417.0;427.8;426.2;440.0;E;B
210061863202;3;1;MT;595.2;436.2;508.3;384.0;720.0;E;H
210060143847;2;1;MA;425.1;445.4;394.9;419.0;240.0;B;B
210058288189;3;1;CE;531.9;483.5;522.5;553.0;680.0;F;K
210061139943;1;1;BA;529.8;615.3;538.8;696.9;840.0;F;D
210058594267;2;1;MT;379.0;452.3;490.0;450.7;880.0;C;F
210060031203;3;2;PE;544.8;626.2;596.4;721.3;700.0;D;B
210060331642;1;3;MG;565.5;552.2;530.2;729.9;880.0;E;G
210058045135;4;1;AL;418.3;384.4;550.6;482.3;640.0;C;B
210061705844;3;1;SP;418.6;572.2;535.6;424.5;720.0;E;D
210061264277;1;1;SP;567.1;628.7;608.8;586.8;620.0;C;B
210059798272;3;1;GO;625.1;648.0;724.5;760.7;960.0;E;C
210058362140;2;1;PB;492.5;600.4;553.0;339.4;820.0;C;A
210061234127;1;2;PR;536.5;462.8;487.1;594.8;600.0;B;G
210059127757;3;3;PE;352.9;499.6;574.1;666.5;400.0;E;E
210061276275;1;3;RS;603.5;563.2;490.8;687.7;580.0;G;Q
210058566104;3;1;PE;503.7;573.3;546.0;735.3;920.0;C;C
210059666941;1;1;PE;429.5;570.5;489.3;532.1;520.0;D;B
210058713372;1;1;PE;0.0;589.2;592.7;0.0;880.0;F;Q
210060283820;1;3;SP;604.8;644.2;504.8;691.9;920.0;E;E
210059941064;1;1;MG;580.5;552.9;601.7;681.8;940.0;B;B
210058336397;1;2;SC;438.7;558.9;510.1;478.7;560.0;F;I
210061802125;1;1;SP;672.6;607.2;586.2;760.7;820.0;G;P
210060295594;3;3;SP;528.6;515.8;494.0;630.5;780.0;F;J
210060031161;1;2;SP;452.5;567.4;618.1;653.5;920.0;E;G
210059047275;2;2;BA;452.5;448.2;350.0;402.1;360.0;G;E
210061720417;3;1;MG;485.9;511.7;483.5;509.7;580.0;B;C
210058994879;3;1;PB;480.2;588.1;497.2;667.2;880.0;E;A
210061210197;1;1;PB;552.2;536.5;557.0;639.4;760.0;F;C
210058754634;1;1;GO;545.1;562.1;521.5;709.7;900.0;E;K
210060931353;1;1;RN;395.1;454.7;440.7;477.8;600.0;C;I
210060831131;3;2;PI;490.6;407.6;436.2;377.2;680.0;E;B
210058181226;1;1;MG;512.0;594.6;583.1;697.1;900.0;D;F
210061310316;3;1;PA;468.2;557.4;480.1;523.0;480.0;B;D
210058055759;3;2;RS;432.6;367.2;440.9;399.5;540.0;E;B
210059865358;3;2;CE;437.1;338.5;410.3;403.8;400.0;B;B
210060445267;1;2;CE;623.4;681.4;639.9;696.2;940.0;C;B
210060033105;3;3;BA;508.2;595.1;573.5;459.4;700.0;F;M
210060825080;3;1;MG;464.5;551.3;557.9;564.8;600.0;C;B
210061863870;3;1;RO;345.9;437.0;479.0;391.2;0.0;E;B
210059402289;2;2;BA;423.2;403.0;435.7;366.6;620.0;B;A
210061256702;3;2;RS;406.3;479.3;516.6;460.8;760.0;E;B
210058967352;1;2;RS;587.5;615.6;595.3;744.6;620.0;F;G
210058670331;1;1;MG;690.4;589.2;645.7;895.6;940.0;G;K
210058999474;3;1;PE;534.7;482.8;527.3;439.3;800.0;F;E
210058368932;3;3;SP;526.9;614.2;567.0;670.5;480.0;F;J
210061136242;1;1;PR;710.6;690.2;425.4;749.6;940.0;G;M
210060371631;2;2;BA;403.5;369.1;386.4;433.5;780.0;E;B
210061415686;3;1;BA;569.2;554.7;572.2;588.7;500.0;E;A
210061266473;3;1;PE;479.5;447.2;437.6;554.2;540.0;G;C
210058934368;2;2;PA;425.8;562.6;498.1;429.5;820.0;D;B
210059568514;1;1;MA;404.4;539.7;543.9;445.0;840.0;E;B
210058715583;2;1;BA;389.4;429.1;512.3;514.4;560.0;E;E
210058900125;2;1;GO;474.1;318.5;418.3;407.2;500.0;A;B
210061372376;3;1;GO;614.0;630.6;625.8;684.1;960.0;E;D
210059160607;3;1;BA;471.3;528.9;530.1;573.6;820.0;E;D
210059049459;3;1;RJ;479.4;566.9;572.7;483.2;680.0;E;D
210058329914;3;1;SP;560.0;610.0;567.2;683.2;920.0;E;F
210060914971;3;1;AP;507.5;587.7;536.4;668.2;780.0;D;C
210059927577;2;2;DF;473.8;412.2;466.3;408.6;540.0;C;B
210059386488;1;2;SP;531.6;507.4;458.8;582.7;680.0;B;B
210058626372;3;1;BA;491.7;499.8;519.7;477.2;580.0;G;G
210059879283;1;2;SC;540.0;636.8;646.4;629.4;700.0;G;F
210061395297;3;1;MA;435.5;379.1;337.3;363.5;460.0;C;B
210060218117;3;1;MA;413.3;426.3;406.7;397.3;760.0;G;J
210058385982;3;3;MA;381.9;526.5;561.5;721.6;920.0;E;G
210059584369;4;3;SP;458.2;579.5;519.4;478.4;520.0;G;N
210058745865;3;2;MG;473.5;507.3;514.9;432.7;560.0;C;B
210059844476;1;2;SP;453.3;430.4;566.2;410.5;660.0;E;B
210061943750;1;1;PR;529.0;546.7;537.0;439.1;460.0;H;B
210059668914;1;1;CE;637.5;621.6;556.5;679.7;840.0;G;I
210061729097;1;1;RJ;517.8;570.4;573.9;671.0;800.0;G;H
210061494226;3;2;PE;515.1;456.4;445.7;393.8;560.0;D;A
210060733881;3;1;CE;489.9;568.7;450.5;383.2;700.0;B;C
210060680319;3;2;SP;478.3;579.4;536.1;385.1;780.0;A;C
210058326542;1;2;SC;514.9;504.0;525.9;614.3;600.0;G;G
210061224831;1;1;SP;569.9;682.4;617.3;605.0;720.0;F;G
210060879900;3;1;CE;529.3;609.5;627.0;500.2;780.0;C;C
210059502135;3;1;MA;323.8;331.7;289.2;335.5;760.0;H;A
210058040587;3;2;BA;408.9;363.5;500.6;402.8;0.0;G;C
210060260704;3;1;MG;404.5;367.0;325.5;445.1;400.0;B;C
210061097771;3;2;CE;436.3;444.2;397.9;354.1;420.0;B;B
210061384657;1;1;GO;558.3;626.4;613.4;707.0;800.0;G;H
210061957467;3;1;PE;582.7;610.5;582.6;570.1;800.0;E;D
210058297381;1;2;PE;581.4;484.3;458.8;498.9;760.0;E;A
210058370497;1;2;BA;333.6;374.0;402.8;493.6;820.0;B;C
210061124739;3;1;PI;490.5;529.0;524.6;746.6;640.0;H;B
210058763586;2;1;SP;448.6;421.6;438.2;446.8;0.0;B;C
210061045698;3;1;PR;407.5;516.2;520.8;567.5;560.0;B;I
210059535771;2;2;PE;483.8;555.1;503.9;576.9;520.0;E;A
210061877320;3;2;AC;397.0;430.7;491.1;529.8;800.0;F;J
210058464370;1;1;SP;399.8;547.5;526.8;588.7;600.0;D;G
210058267116;3;3;GO;482.7;554.1;490.3;625.3;880.0;F;E
210058057347;3;2;CE;336.1;385.5;341.2;387.9;420.0;B;B
210059729305;2;1;GO;465.0;532.9;529.9;422.0;740.0;E;D
210059799846;2;2;GO;549.2;563.1;548.1;470.7;460.0;E;D
210059162358;1;2;RN;335.7;351.7;331.5;380.8;960.0;E;B
210060440171;3;1;PA;486.1;473.6;437.7;422.3;620.0;C;B
210059768698;3;3;PA;561.1;580.4;572.9;640.7;900.0;F;F
210060580080;1;1;AP;421.2;481.9;467.2;461.3;460.0;C;B
210059376765;3;2;CE;437.6;496.7;510.3;470.0;560.0;H;B
210058743507;1;1;PE;429.5;577.8;613.6;615.6;900.0;E;B
210059862184;3;1;PI;416.3;459.7;402.8;542.5;480.0;D;B
210061939066;1;1;RS;484.6;555.7;563.4;576.0;640.0;E;C
210062025824;1;2;RJ;348.4;429.9;400.3;425.8;480.0;G;E
210059792524;3;2;TO;504.7;472.9;528.5;526.1;720.0;F;G
210060964788;2;1;MA;394.7;351.6;307.6;420.7;0.0;A;A
210058637000;2;1;RJ;420.6;454.2;463.5;542.1;580.0;E;F
210060386964;1;1;MS;540.1;484.8;518.7;570.8;700.0;F;K
