NU_INSCRICAO;TP_COR_RACA;TP_ESCOLA;SG_UF_RESIDENCIA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO;Q002;Q006
210059414772;3;2;RS;451.3;539.7;520.2;496.0;380.0;C;B
210061137030;3;1;PE;567.8;571.6;597.0;608.8;760.0;G;J
210058479926;3;2;CE;417.9;458.6;437.1;389.5;840.0;C;B
210061302881;1;1;BA;619.6;659.5;548.9;669.2;920.0;D;B
210059399649;2;1;CE;478.9;642.1;599.8;638.8;700.0;A;B
210060086144;4;1;SP;602.9;584.8;533.2;771.0;580.0;F;L
210060342485;3;1;PI;586.5;561.4;525.0;634.3;760.0;E;C
210059235387;2;1;RJ;511.0;546.6;461.4;354.5;580.0;E;D
210061269984;1;1;RN;0.0;333.9;417.2;0.0;600.0;B;C
210061766515;1;2;SP;554.8;601.4;580.1;441.3;640.0;E;L
210059244157;3;1;AL;551.8;559.9;618.1;434.9;620.0;G;E
210061424362;0;1;PE;530.8;506.7;581.5;517.0;520.0;B;A
210059813635;1;1;PA;487.1;590.7;531.8;436.9;520.0;E;C
210059454027;1;1;MG;584.3;607.0;573.9;522.6;700.0;F;B
210059311576;3;1;SP;567.5;547.8;590.8;674.8;800.0;D;C
210061543283;3;1;MG;518.5;560.2;586.1;616.5;880.0;F;C
210062005572;3;1;PE;568.4;620.7;581.9;630.5;860.0;G;H
210060460826;1;1;RS;719.9;689.4;689.6;820.3;880.0;F;Q
210061819444;3;3;CE;436.7;434.7;505.7;413.1;520.0;G;C
210061939890;1;1;DF;631.5;574.9;593.7;780.4;620.0;G;O
210058714124;1;1;SP;564.1;611.4;591.7;689.1;960.0;G;F
210060793166;1;1;RN;602.8;506.4;607.9;542.4;900.0;A;B
210058495540;3;2;RO;388.9;536.6;457.1;406.7;620.0;E;A
210061096526;3;2;BA;560.0;515.4;468.9;488.8;620.0;C;A
210060870434;3;1;AL;503.1;546.4;527.5;390.6;0.0;C;A
210061047920;1;3;SP;550.2;564.8;530.7;575.4;560.0;F;P
210059011630;5;1;MS;385.1;418.6;458.2;392.4;520.0;B;B
210060319444;2;1;RS;459.5;520.1;521.7;484.5;580.0;D;B
210059212293;1;1;PE;424.5;456.3;503.5;413.9;320.0;E;B
210060281842;3;1;PE;489.6;518.0;593.9;805.4;760.0;G;I
210059230538;2;1;AM;528.7;374.5;488.6;378.0;520.0;B;B
210061395401;3;2;CE;393.6;402.6;319.3;393.2;460.0;D;B
210060785925;3;1;PR;520.5;478.3;455.2;379.7;660.0;D;D
210058070592;3;1;BA;492.4;601.5;576.0;601.7;560.0;E;C
210058695455;1;2;RS;491.6;582.9;567.0;615.8;600.0;E;E
210058305143;3;1;PI;639.8;638.3;586.7;724.3;860.0;F;N
210059371062;3;2;SP;511.5;513.1;560.1;418.3;0.0;D;G
210060494033;2;1;BA;424.7;376.3;335.9;370.7;0.0;D;C
210059864068;3;2;PA;446.1;412.8;521.7;504.4;0.0;E;B
210061298468;1;1;PE;490.2;594.3;574.8;560.7;760.0;E;B
210059251384;1;1;AL;488.8;518.8;472.7;524.3;500.0;D;B
210061619646;1;1;MS;697.8;647.2;553.3;757.0;860.0;G;G
210061189855;1;1;GO;514.2;513.1;481.1;479.5;640.0;D;B
210059627372;1;2;RJ;428.4;511.8;479.9;491.6;480.0;E;G
210061480201;3;1;SP;449.5;563.7;508.9;561.0;640.0;E;D
210059248145;0;1;PE;491.8;395.9;456.9;370.4;340.0;B;A
210059138635;2;1;PB;503.5;603.2;503.6;503.5;340.0;D;B
210061710882;3;2;SP;530.1;591.3;612.1;588.9;700.0;E;H
210058787600;3;2;AL;486.9;513.5;527.3;461.4;600.0;B;C
210058966976;3;1;MG;601.6;592.3;581.0;731.6;980.0;B;D
210059373469;3;2;MA;413.1;427.7;474.9;491.8;820.0;F;B
210058596915;3;1;RO;599.4;544.0;397.0;513.7;840.0;G;I
210058645145;3;1;PB;351.7;473.1;436.3;361.4;560.0;C;B
210059989200;3;1;PR;452.8;519.2;514.9;501.5;500.0;C;G
210060771090;1;3;SP;567.8;649.8;618.9;593.4;660.0;F;H
210061697743;3;1;RJ;442.3;333.4;455.0;360.4;400.0;G;D
210058471830;1;3;SP;601.8;643.5;637.9;745.9;880.0;G;P
210061943178;1;1;SP;539.6;592.8;557.0;657.1;560.0;D;G
210060721484;3;2;BA;525.2;443.1;553.8;599.6;780.0;E;C
210060293601;1;1;SP;500.3;643.2;597.4;520.5;460.0;E;B
210058697219;3;3;PI;480.0;474.0;533.4;475.8;880.0;E;B
210058720834;1;1;SP;451.8;488.6;458.4;520.8;540.0;G;H
210061720463;2;1;MG;461.7;543.0;565.6;634.1;820.0;E;D
210058153320;1;2;DF;477.3;585.0;558.5;620.8;520.0;F;K
210061783508;1;3;RN;461.2;448.3;436.4;380.0;680.0;E;E
210061680926;3;1;CE;552.3;610.1;534.7;505.2;520.0;B;B
210058715693;1;1;SP;556.7;558.7;556.0;623.6;660.0;C;D
210058124179;1;1;RR;638.2;700.7;569.1;830.7;920.0;G;G
210059349892;4;2;SP;490.6;332.8;444.8;475.9;0.0;E;B
210061680190;3;1;MA;441.0;432.6;366.0;466.6;360.0;B;B
210061386422;3;1;SC;586.8;663.4;559.1;740.8;500.0;A;D
210061378424;3;1;AL;417.3;557.7;541.9;424.4;340.0;E;H
210061172082;3;1;BA;494.4;579.5;542.5;484.8;800.0;E;E
210061501820;3;1;MG;446.2;502.7;471.5;380.9;620.0;E;B
210060248518;1;1;MT;549.2;455.1;546.7;572.0;580.0;E;B
210059608450;3;1;TO;584.9;613.4;618.5;677.1;680.0;E;E
210061556555;1;2;PR;376.8;456.1;535.2;453.8;540.0;E;C
210059272424;3;1;PA;551.2;458.7;430.9;442.8;740.0;F;B
210058241590;1;3;RJ;624.4;586.6;591.0;803.6;780.0;E;J
210059949478;2;1;AM;364.8;338.0;336.0;403.0;0.0;D;E
210061161345;1;2;RJ;457.2;524.1;563.5;502.5;680.0;D;B
210058975981;2;1;PB;492.9;572.7;543.9;356.1;380.0;C;C
210058318419;3;1;AC;519.3;601.1;598.4;643.6;780.0;F;E
210060000004;3;1;SP;384.7;492.8;498.4;422.5;560.0;F;E
210059548140;1;2;CE;442.1;453.3;488.4;626.7;500.0;E;D
210058880295;3;1;MA;347.3;504.1;455.5;436.9;600.0;B;F
210058401729;3;1;AP;455.1;426.2;405.9;483.6;500.0;E;A
210060600650;1;2;SP;453.3;516.7;490.0;469.9;520.0;B;B
210060339212;3;2;MS;431.0;468.7;444.9;369.1;540.0;F;D
210059636217;3;1;PE;555.0;562.6;560.9;600.2;600.0;F;D
210061974167;3;2;PA;469.4;362.3;294.7;414.0;600.0;F;J
210061772491;1;1;SP;529.4;557.6;558.3;378.0;400.0;E;D
210061672892;3;1;MT;407.2;381.4;458.6;383.1;400.0;F;B
210061467029;2;2;PB;535.1;627.9;593.9;559.3;720.0;D;B
210058331660;3;1;RN;471.0;556.1;581.4;583.3;660.0;E;J
210060787865;2;1;PE;382.6;467.7;391.3;409.9;440.0;D;B
210059428690;3;1;PA;407.9;442.5;432.2;336.5;440.0;H;B
210059455024;1;1;PE;557.3;575.8;562.3;558.8;460.0;D;B
210058218332;3;1;MA;431.0;357.5;391.8;557.8;0.0;D;C
210060125679;3;1;MG;440.8;536.1;517.2;525.5;720.0;F;G
210059064096;3;1;PI;433.0;517.6;506.3;358.3;620.0;E;C
210061653060;1;1;RJ;571.1;613.4;548.0;692.8;900.0;E;G
210061302072;1;1;MS;622.7;484.2;511.5;477.3;800.0;F;F
210061414087;3;2;MG;478.3;479.2;524.7;627.2;920.0;G;E
210060368014;1;2;MG;569.6;580.2;563.2;504.9;680.0;D;B
210059413601;3;1;RJ;517.7;603.0;590.3;533.6;0.0;B;C
210061602450;2;1;PE;423.0;540.6;548.0;464.2;600.0;E;B
210059635670;1;1;SC;489.1;560.6;540.0;603.4;700.0;E;F
210061308103;1;1;RS;594.1;535.0;587.6;650.7;700.0;E;F
210061306062;1;3;PB;593.4;673.0;633.5;674.2;940.0;F;N
210060935161;1;1;RS;521.5;550.9;575.7;543.0;720.0;D;C
210059359103;1;1;RS;560.7;527.5;459.5;600.3;820.0;D;G
210058960975;2;1;PE;427.2;349.3;413.8;430.6;440.0;E;B
210060661112;2;1;AL;540.4;410.6;419.5;420.4;720.0;B;B
210060174334;1;1;PE;494.2;570.6;613.9;715.2;940.0;E;J
210061575230;3;2;CE;374.5;431.2;447.4;455.9;0.0;H;C
210060322215;1;2;ES;390.5;498.8;491.9;433.6;0.0;E;F
210059070822;1;1;MG;513.5;605.8;637.8;716.6;500.0;F;C
210061873949;1;1;ES;572.3;575.7;565.6;698.1;0.0;F;I
210058275755;3;2;PA;464.4;362.7;346.8;411.1;580.0;B;A
210060418936;3;1;PB;430.1;569.8;543.9;476.2;900.0;C;B
210061384341;1;2;SP;558.9;609.5;579.5;629.8;800.0;E;I
210059539651;3;1;SP;399.2;420.6;501.7;456.1;520.0;C;C
210059434829;2;1;MG;456.4;415.5;392.4;455.0;540.0;C;D
210060274143;1;1;DF;519.9;576.1;436.9;369.3;420.0;B;B
210058065658;3;1;PA;369.6;457.0;473.7;429.5;440.0;D;B
210060877225;3;2;RJ;385.4;526.2;478.0;585.7;580.0;E;D
210060831844;2;1;PA;495.3;426.9;488.4;355.7;520.0;C;B
210060419874;1;2;DF;470.8;504.2;480.3;404.0;500.0;F;B
210058639767;1;2;GO;576.6;600.7;608.1;681.4;840.0;E;C
210062036342;2;1;BA;353.9;454.2;358.9;423.2;300.0;G;F
210060996864;3;1;ES;531.1;608.4;632.6;527.5;760.0;E;E
210059538674;3;1;PE;377.1;460.7;508.0;481.4;540.0;A;A
210059020933;3;2;RJ;396.6;489.3;462.2;540.6;480.0;F;C
210060592494;2;1;SP;526.9;610.3;574.3;355.2;360.0;B;D
210059885562;3;1;RJ;476.0;480.5;487.6;596.4;480.0;E;B
210060421167;3;1;PA;534.9;557.3;594.1;574.1;740.0;G;M
210061545172;3;1;SP;579.9;662.3;644.6;566.4;780.0;F;A
210059094912;3;2;CE;457.7;330.0;365.4;372.4;0.0;D;B
210058877029;2;1;AL;476.5;518.8;568.7;383.1;720.0;A;C
210061957613;1;1;MA;587.2;555.4;535.8;405.7;860.0;G;N
210059969553;3;1;MA;533.4;546.8;548.9;532.0;620.0;D;C
210058485896;3;2;AM;482.0;561.4;548.9;484.8;700.0;D;B
210061841767;2;1;SP;488.9;564.7;530.3;460.1;460.0;E;B
210058148241;3;2;MG;457.8;578.8;578.0;459.1;520.0;D;C
210059781117;1;1;RJ;530.2;600.4;533.0;762.8;560.0;E;K
210061820126;1;3;PR;574.3;628.2;624.3;735.4;740.0;G;F
210060437780;2;2;PE;462.3;471.4;428.0;350.4;840.0;F;E
210059452406;1;1;GO;468.5;473.2;527.7;432.7;660.0;F;B
210061097909;3;1;PB;526.9;423.9;518.4;412.5;580.0;E;B
210058205279;3;1;SP;533.4;576.6;588.5;609.8;680.0;F;F
210061290821;2;1;MG;475.4;523.6;493.3;453.5;400.0;B;B
210059807206;1;1;AL;517.6;601.0;589.8;561.5;600.0;E;D
210061230777;1;1;PR;518.7;575.8;526.5;688.4;620.0;E;F
210059776773;1;3;RN;473.2;574.2;605.9;746.9;820.0;G;Q
210060705148;3;1;MA;616.0;659.8;593.1;766.2;940.0;H;M
210060160607;1;1;BA;496.0;520.0;456.9;355.6;300.0;C;B
210060835191;2;1;BA;493.3;435.3;363.6;361.3;240.0;A;B
210061176263;1;2;RS;402.8;482.7;500.7;485.0;680.0;C;B
210060972942;3;1;PA;631.4;673.1;620.0;710.5;860.0;E;F
210058692524;3;2;SP;448.3;445.1;500.6;435.1;620.0;F;E
210058622011;2;1;BA;490.1;460.2;519.3;492.9;560.0;E;B
210058445119;3;2;PA;453.1;443.1;459.2;382.3;400.0;E;B
210060023287;1;1;PE;489.5;495.7;476.7;550.7;360.0;B;D
210059454972;3;1;BA;434.3;519.3;467.6;333.3;560.0;C;B
210061834610;1;1;PB;396.7;455.9;527.3;456.5;800.0;E;H
210060200468;1;3;PR;472.0;501.4;498.1;539.2;560.0;B;D
210060899307;3;3;AM;552.8;637.2;620.6;587.3;600.0;G;P
210059949706;1;1;RS;410.7;572.0;547.5;593.9;620.0;F;D
210059924674;2;1;MG;604.9;658.3;606.9;486.1;780.0;C;B
210060536696;1;1;RS;618.1;625.0;652.2;671.0;800.0;C;E
210058292087;0;2;PA;487.5;613.0;594.2;569.9;800.0;E;B
210059494355;3;2;BA;451.5;416.6;429.0;411.9;340.0;E;D
210061902260;3;1;PE;410.7;477.9;426.8;462.8;540.0;B;B
210061897448;1;2;SC;450.9;583.9;548.9;545.7;740.0;F;E
210058957912;3;1;RN;493.8;530.7;525.7;380.6;320.0;A;C
210059330988;1;1;SP;546.2;599.3;509.6;606.2;960.0;G;O
210060235534;1;1;TO;511.3;576.7;561.3;434.1;940.0;E;A
210059349350;1;3;DF;724.1;636.6;621.2;717.8;920.0;F;L
210058467443;1;2;DF;460.4;566.5;524.9;566.4;520.0;E;N
210059772532;0;2;PA;546.3;522.0;498.1;471.4;0.0;E;A
210058954709;3;1;CE;547.4;592.6;551.2;593.3;940.0;E;B
210061708911;1;1;SP;533.1;551.3;557.7;631.1;580.0;G;G
210058811562;1;2;PA;510.8;561.4;579.1;555.6;880.0;E;C
210060462092;1;2;SP;474.3;525.4;534.7;628.2;720.0;E;D
210059240207;1;2;GO;558.6;635.0;535.2;691.1;860.0;B;B
210059833162;3;2;CE;494.0;480.1;523.8;338.6;680.0;E;B
210058270270;3;1;MA;431.3;366.7;438.4;371.2;400.0;H;A
210060217841;3;2;PA;328.0;471.2;450.4;368.6;300.0;D;B
210059780598;1;1;MG;652.0;635.8;594.5;678.9;840.0;G;L
210059804100;1;1;PA;382.2;526.6;538.2;491.7;940.0;G;D
210058461857;1;2;RS;559.2;562.5;553.5;449.5;600.0;E;E
210059618588;1;3;MG;512.5;508.6;532.3;616.3;620.0;G;G
210059908588;1;2;PR;418.2;462.8;523.4;477.0;620.0;D;C
210059136001;1;2;CE;524.4;623.7;626.8;693.2;760.0;A;B
210061949528;1;1;SP;505.5;536.8;521.6;568.8;680.0;G;N
210060862015;1;1;CE;496.6;481.6;449.5;543.6;680.0;E;C
210059042478;1;1;SP;533.0;556.6;564.1;562.2;600.0;C;D
210058208209;3;2;RO;496.1;542.3;556.5;500.6;920.0;E;C
210061425183;1;1;RS;662.9;608.9;588.8;770.5;900.0;G;D
210058565513;2;2;SP;565.8;549.7;462.9;595.9;860.0;F;G
210058675217;3;1;PE;457.3;426.1;439.5;415.7;700.0;B;B
210060395997;2;1;BA;492.9;579.7;541.3;584.0;680.0;E;B
210061982774;1;3;PB;604.0;618.3;597.7;712.3;740.0;D;K
210058512328;3;2;BA;398.5;477.3;466.2;452.1;620.0;G;G
210059874273;1;2;SP;498.1;456.1;494.3;431.8;460.0;F;F
210061154507;4;1;PE;493.9;509.2;600.9;579.7;920.0;E;D
210060608376;3;1;BA;577.2;614.0;595.4;594.0;700.0;G;D
210061954411;2;1;SC;0.0;521.2;494.4;0.0;700.0;E;I
210060096555;3;1;PE;442.1;422.0;520.3;541.9;0.0;E;B
210061552353;1;1;RJ;395.0;454.2;537.1;435.7;720.0;F;O
210061844461;1;1;RJ;589.4;568.0;519.3;561.8;500.0;B;C
210058735023;3;1;RN;544.0;550.6;533.9;584.9;680.0;E;A
210061001304;1;1;GO;456.7;419.4;409.5;493.0;380.0;D;F
210061217310;1;1;SP;451.9;535.2;461.3;551.9;760.0;C;E
210061539606;1;3;SP;535.1;554.3;513.5;614.7;840.0;D;G
210061117517;1;1;PI;425.2;312.7;509.3;373.8;560.0;E;B
210061184309;1;2;SE;494.5;543.2;541.3;655.2;580.0;E;F
210061316739;1;2;PE;558.4;440.5;475.5;598.9;740.0;E;B
210058197462;1;1;DF;638.9;710.9;673.9;792.2;880.0;G;D
210061345292;3;1;PA;507.1;513.9;456.7;445.7;520.0;E;B
210060425612;1;3;RS;531.9;594.6;545.0;697.3;920.0;B;D
210061191948;1;1;MG;620.0;618.4;595.9;762.5;940.0;G;J
210059943675;1;2;PR;495.8;486.3;559.9;602.1;640.0;E;G
210060161132;3;1;MG;457.7;501.0;378.7;557.6;440.0;E;D
210061648717;5;2;PI;376.2;355.9;360.1;382.8;260.0;D;B
210059208904;1;1;GO;538.9;557.9;558.3;471.5;620.0;C;G
210058420334;1;1;SP;524.9;565.4;477.5;373.3;600.0;B;I
210060396242;1;2;SP;441.7;472.8;503.3;428.6;680.0;D;C
210059958965;1;1;SP;545.6;638.8;639.4;609.6;780.0;E;B
210060971939;1;2;SP;350.2;425.3;563.7;647.0;680.0;E;H
210058075471;3;1;SP;420.8;458.8;520.6;418.4;440.0;E;B
210061234613;3;1;PA;375.0;454.2;496.3;347.5;400.0;A;A
210060026850;1;1;PB;443.7;532.8;565.8;355.8;420.0;G;D
210058912795;3;1;RJ;566.4;657.8;593.8;442.0;680.0;C;B
210059074570;2;2;MG;544.2;479.8;506.9;484.7;760.0;C;C
210059794203;3;1;TO;469.6;467.3;480.2;532.7;480.0;E;B
210059272096;3;1;BA;394.1;451.5;423.6;349.6;580.0;C;D
210059841933;3;1;BA;408.1;535.6;481.5;425.9;680.0;F;C
210060303241;3;1;DF;532.9;701.7;601.9;673.5;740.0;F;G
210060442424;1;3;SP;621.0;641.7;666.9;710.2;660.0;D;H
210061189723;1;2;SP;429.0;490.0;475.0;511.2;660.0;E;D
210058504871;1;1;RS;600.1;634.8;583.1;840.8;780.0;G;O
210058063485;1;2;ES;550.1;579.5;583.1;649.2;920.0;E;D
210059065956;3;1;PA;445.9;503.1;534.7;379.4;520.0;D;B
210059974240;3;1;MA;391.4;367.1;416.5;352.7;400.0;D;C
210060627997;3;1;PE;381.0;461.7;515.6;389.2;640.0;C;B
210058826007;1;1;PA;481.3;421.5;485.2;461.8;320.0;E;B
210058193170;1;1;RN;583.1;504.9;582.0;699.2;640.0;D;C
210059753167;3;1;PA;477.6;537.6;550.9;426.8;440.0;D;B
210058991461;1;2;GO;550.8;579.5;597.6;569.0;800.0;F;C
210059176794;0;1;MG;506.3;467.5;553.4;573.0;640.0;D;B
210060109840;1;2;CE;417.6;397.4;426.9;441.5;460.0;E;B
210060704615;2;1;CE;578.9;581.3;522.9;653.6;820.0;C;B
210060936768;1;2;SP;416.3;526.5;472.8;397.1;440.0;E;G
210059870337;1;1;MA;407.9;481.3;484.2;550.9;580.0;E;C
210058068703;1;1;AL;341.3;586.3;518.8;627.4;840.0;C;B
210060109944;1;1;MG;515.7;592.6;557.6;602.6;600.0;C;E
210059982206;2;2;PA;522.8;587.5;551.3;588.4;920.0;E;B
210058253417;3;2;CE;462.9;604.8;626.4;612.8;740.0;D;C
210058862025;1;3;SP;433.4;527.7;531.8;402.2;360.0;E;H
210061596829;3;2;CE;565.3;618.1;558.2;620.0;900.0;C;B
210060329790;1;3;RJ;627.4;622.1;601.9;782.2;960.0;F;O
210061052991;1;1;RS;495.2;619.9;577.3;545.3;720.0;B;B
210058319965;1;2;PE;516.0;564.4;543.1;495.3;580.0;E;B
210059316650;1;1;PE;630.8;557.9;529.4;609.3;540.0;B;F
210060819216;1;2;MA;587.3;583.5;628.0;699.9;940.0;G;Q
210061046612;5;1;MG;433.3;464.5;411.1;381.8;260.0;A;C
210060042410;2;2;SE;522.2;394.7;500.5;434.0;600.0;F;B
210059010726;1;3;PE;504.2;569.8;562.0;720.7;920.0;F;P
210061139479;3;1;MA;454.5;379.8;443.3;407.7;640.0;D;B
210058787805;1;3;MG;666.1;662.9;606.8;799.9;900.0;F;P
210059503171;1;1;MA;423.0;439.0;449.2;453.8;680.0;H;B
210060379614;2;1;GO;592.8;611.3;606.6;710.7;940.0;F;M
210060817872;3;1;RN;484.0;579.8;526.5;586.5;560.0;D;C
210058561153;3;2;MT;494.3;550.0;535.9;521.1;800.0;D;B
210061942446;3;1;PA;587.6;482.7;479.4;582.6;640.0;G;O
210060133388;1;1;SP;485.3;525.6;510.7;493.9;680.0;F;I
210058380666;3;1;AM;471.0;408.9;508.6;426.7;840.0;C;A
210058234015;1;2;GO;434.2;502.3;476.1;490.5;680.0;E;E
210058742834;2;2;MT;552.2;564.4;584.2;669.0;720.0;G;L
210059903342;1;1;BA;497.1;586.2;580.8;663.5;780.0;C;E
210061102432;3;1;GO;510.2;582.9;540.9;426.7;640.0;B;B
210058120041;4;1;MG;489.5;425.7;535.6;344.7;520.0;B;B
210062061643;3;1;MG;556.1;591.0;540.5;686.4;600.0;D;D
210060266050;3;1;PB;525.4;550.0;516.1;523.2;480.0;D;B
210058498820;3;1;RJ;423.4;533.4;545.2;532.2;640.0;F;D
210060000242;1;1;PB;354.4;412.1;371.6;436.5;520.0;E;B
210058867842;2;1;MG;449.9;532.1;524.3;401.7;560.0;D;D
210059528242;3;2;MA;461.0;426.4;453.6;467.0;340.0;E;B
210059253940;3;1;AM;493.9;569.9;573.8;517.9;540.0;D;C
210058613077;3;1;MG;481.0;451.3;482.0;437.2;340.0;D;E
210060538404;1;1;SC;594.9;568.2;590.9;661.3;900.0;G;N
210059235175;3;1;PE;466.7;569.8;443.6;448.9;480.0;C;B
210061930300;1;1;ES;632.1;616.5;634.9;721.7;740.0;E;J
210059968064;1;2;PR;577.5;606.8;632.4;711.9;880.0;E;F
210059542375;1;3;SP;570.1;593.5;603.2;695.4;840.0;G;K
210059742350;1;2;MG;484.2;537.3;549.8;567.8;860.0;F;E
210061746144;1;1;RS;530.2;529.3;520.0;532.5;540.0;H;B
210062047063;1;1;SP;429.0;329.8;310.5;417.5;0.0;F;G
210062014414;2;2;TO;439.0;501.2;508.8;375.1;720.0;E;C
210059830625;3;1;CE;462.3;446.2;518.9;500.1;380.0;B;C
210060651991;1;1;SP;497.6;548.6;524.6;447.1;300.0;D;E
210059051724;3;1;AC;634.2;677.6;623.8;751.2;880.0;E;I
210060447610;3;2;RJ;498.2;542.5;659.4;597.3;920.0;C;C
210058453755;3;1;PA;397.1;472.6;473.3;377.3;400.0;B;B
210060118689;1;1;SP;634.2;650.5;639.1;688.0;760.0;F;C
210059451474;1;2;SP;514.6;424.9;608.0;431.7;700.0;D;G
210059749073;1;1;RN;542.8;518.1;496.6;469.7;760.0;B;D
210059295623;3;1;AL;404.1;516.7;447.2;464.0;580.0;B;C
210058911182;3;1;BA;538.8;398.7;362.1;499.3;580.0;F;B
210058346960;1;2;SP;487.4;484.0;546.5;365.5;560.0;F;E
210061856428;1;1;ES;469.2;552.1;556.3;476.4;600.0;E;H
210059064964;3;2;CE;495.3;479.2;466.2;371.0;460.0;A;B
210058456868;1;1;PA;487.7;621.5;627.6;580.7;700.0;D;B
210059825384;3;2;BA;519.5;519.7;541.6;415.8;940.0;E;B
210061636641;1;1;MG;600.2;568.7;564.8;532.5;880.0;E;H
210058278064;3;2;CE;430.4;501.9;495.0;557.1;820.0;E;B
210059034474;5;2;PR;507.1;554.7;536.5;409.4;620.0;E;D
210058306869;3;2;ES;487.5;564.0;539.1;426.4;620.0;C;B
210061921714;3;1;MT;554.7;559.2;558.3;495.5;600.0;F;N
210059465012;2;1;BA;463.2;610.1;587.5;568.2;800.0;E;C
210059829156;1;1;GO;566.4;554.1;535.0;600.3;900.0;D;B
210059317109;1;1;PR;536.2;625.2;586.4;698.0;620.0;G;B
210061529455;1;1;SC;575.3;641.2;576.0;423.3;720.0;G;L
210061477268;1;2;MG;492.1;572.5;589.8;436.4;660.0;B;B
210060683089;3;1;BA;528.8;532.9;558.2;595.3;740.0;C;C
210059773360;1;1;MG;390.0;568.7;504.7;480.4;840.0;D;E
210062033493;3;1;PB;462.8;359.2;561.4;544.7;640.0;B;D
210058311223;3;1;RS;530.2;629.9;633.8;729.2;820.0;C;C
210061304698;3;2;GO;430.1;524.0;515.5;509.2;900.0;C;D
210059087130;1;2;BA;457.8;569.8;518.2;540.7;760.0;F;C
210061119089;3;1;BA;578.2;597.2;540.8;548.8;740.0;E;C
210061070871;1;1;RJ;529.7;583.0;513.5;689.7;760.0;E;Q
210059745903;1;2;SP;433.8;464.0;456.0;381.3;440.0;B;B
210058893079;3;2;MT;549.8;578.7;568.9;669.5;760.0;G;I
210061256084;3;1;PI;524.2;603.4;563.2;665.0;720.0;D;C
210061955567;1;2;BA;534.4;594.1;616.9;588.8;880.0;E;J
210060698458;1;1;RJ;628.5;628.2;654.8;678.3;900.0;F;K
210059941459;3;1;SE;448.8;383.5;425.8;374.3;380.0;B;A
210060755822;1;1;PB;578.3;692.8;665.6;619.2;700.0;E;G
210060448609;3;1;MA;455.0;532.3;516.1;464.2;620.0;D;A
210058675089;3;1;PE;419.4;448.8;481.7;427.5;360.0;C;C
210061595945;3;2;CE;481.9;476.0;484.0;484.3;500.0;G;E
210059237994;2;1;ES;420.5;528.2;483.3;408.9;580.0;A;C
210061047839;1;1;RS;604.4;706.7;661.9;806.3;880.0;G;P
210061596202;3;1;PB;496.3;475.5;476.7;512.7;860.0;E;A
210059154116;1;2;MG;473.1;538.2;449.9;412.4;480.0;B;B
210058345321;1;1;RS;380.9;318.1;448.9;360.9;560.0;C;B
210060720103;1;3;GO;567.8;632.0;535.4;747.7;840.0;E;J
210058351748;1;2;PR;569.3;586.6;567.3;646.3;360.0;C;H
210060989840;3;1;BA;438.1;368.7;423.1;397.3;0.0;E;C
210059240120;3;2;PB;599.4;514.4;507.8;791.0;920.0;B;B
210059087812;3;1;PA;406.4;328.9;425.7;367.3;300.0;A;B
210058555685;1;2;SP;463.3;473.7;468.0;431.3;640.0;D;C
210058257974;2;1;PE;574.7;645.4;632.3;707.1;820.0;E;D
210058440633;1;1;PE;516.0;564.4;550.0;581.8;600.0;F;F
210060412483;3;1;CE;492.0;408.6;488.3;464.2;520.0;B;B
210058154651;1;2;SC;457.5;513.1;436.2;397.6;620.0;E;B
210060884503;3;1;AM;393.3;519.2;478.9;331.8;480.0;C;B
210061385928;3;2;TO;412.4;486.4;472.4;346.2;640.0;D;B
210059409614;3;1;RJ;600.8;596.3;569.9;687.3;800.0;F;A
210058532589;3;1;SC;550.7;598.9;562.3;554.7;680.0;D;G
210060490897;1;3;SP;674.7;648.7;606.0;842.2;880.0;G;Q
210060894836;3;2;BA;457.4;453.9;508.8;543.8;720.0;E;B
210059777471;3;2;RJ;446.4;447.1;451.3;517.7;320.0;E;G
210061626352;1;1;CE;628.2;559.0;535.5;666.6;840.0;G;H
210058081223;1;2;RS;555.2;590.9;564.2;558.9;580.0;F;B
210061746792;1;1;SP;627.7;572.0;522.0;522.8;760.0;E;C
210058265062;1;1;RR;485.1;533.7;548.3;586.1;720.0;E;J
210058406663;3;2;PE;422.9;404.8;405.1;444.2;420.0;G;B
210059888629;3;2;BA;439.9;450.6;529.0;365.7;580.0;E;B
210061342928;1;1;RO;516.9;404.0;452.8;487.7;820.0;E;E
210060951852;1;1;CE;414.0;477.1;458.2;490.5;600.0;E;B
210059123964;3;2;RO;488.0;508.2;493.2;406.5;680.0;B;B
210059090067;1;1;SP;492.6;618.0;677.5;638.0;680.0;C;B
210061443538;1;2;CE;540.8;603.0;529.7;626.0;600.0;C;B
210061484243;3;1;MG;528.8;593.9;590.3;448.9;520.0;B;B
210059469470;1;1;ES;731.9;679.1;615.8;872.3;920.0;E;B
210060620526;1;1;DF;552.9;622.7;663.2;668.1;680.0;E;J
210060970983;1;1;PE;453.3;566.4;504.9;512.3;560.0;E;C
210061694868;3;1;RJ;445.4;552.5;509.0;442.8;0.0;D;H
210060075592;3;1;MG;527.7;559.8;585.0;540.3;900.0;B;D
210060461971;3;1;AM;625.5;662.3;642.3;663.2;640.0;E;G
210059794274;3;1;BA;411.6;462.3;314.3;379.2;520.0;E;D
